,LSNI
2006-03-06,33960.0
2006-03-07,34044.0
2006-03-08,34794.0
2006-03-09,34368.0
2006-03-10,34170.0
2006-03-13,34290.0
2006-03-14,34266.0
2006-03-15,34152.0
2006-03-16,33816.0
2006-03-17,33540.0
2006-03-20,33768.0
2006-03-21,32886.0
2006-03-22,32820.0
2006-03-23,32250.0
2006-03-24,32400.0
2006-03-27,32334.0
2006-03-28,32538.0
2006-03-29,32604.0
2006-03-30,32826.0
2006-03-31,32568.0
2006-04-03,32100.0
2006-04-04,31782.0
2006-04-05,31668.0
2006-04-06,31170.0
2006-04-07,30414.0
2006-04-10,29430.0
2006-04-11,28896.0
2006-04-12,28728.0
2006-04-13,28686.0
2006-04-18,28218.0
2006-04-19,28596.0
2006-04-20,28416.0
2006-04-21,28254.0
2006-04-24,28092.0
2006-04-25,27948.0
2006-04-26,27678.0
2006-04-27,27174.0
2006-04-28,26994.0
2006-05-02,26928.0
2006-05-03,26766.0
2006-05-04,25854.0
2006-05-05,25560.0
2006-05-08,25218.0
2006-05-09,24906.0
2006-05-10,24558.0
2006-05-11,23964.0
2006-05-12,23424.0
2006-05-15,22986.0
2006-05-16,22608.0
2006-05-17,22062.0
2006-05-18,21450.0
2006-05-19,20982.0
2006-05-22,20346.0
2006-05-23,19368.0
2006-05-24,18948.0
2006-05-25,18678.0
2006-05-26,18432.0
2006-05-30,18276.0
2006-05-31,18186.0
2006-06-01,17898.0
2006-06-02,17364.0
2006-06-05,17070.0
2006-06-06,17346.0
2006-06-07,17304.0
2006-06-08,17448.0
2006-06-09,17226.0
2006-06-12,16980.0
2006-06-13,16752.0
2006-06-14,15978.0
2006-06-15,15840.0
2006-06-16,16164.0
2006-06-19,15510.0
2006-06-20,15108.0
2006-06-21,13872.0
2006-06-22,13188.0
2006-06-23,12588.0
2006-06-26,11838.0
2006-06-27,11142.0
2006-06-28,10350.0
2006-06-29,10548.0
2006-06-30,10422.0
2006-07-03,9990.0
2006-07-04,9402.0
2006-07-05,9258.0
2006-07-06,9666.0
2006-07-07,9462.0
2006-07-10,8904.0
2006-07-11,8418.0
2006-07-12,8244.0
2006-07-13,7674.0
2006-07-14,6582.0
2006-07-17,6462.0
2006-07-18,6918.0
2006-07-19,6618.0
2006-07-20,6102.0
2006-07-21,5718.0
2006-07-24,5448.0
2006-07-25,5424.0
2006-07-26,5052.0
2006-07-27,4674.0
2006-07-28,4272.0
2006-07-31,4128.0
2006-08-01,4158.0
2006-08-02,4332.0
2006-08-03,5076.0
2006-08-04,5256.0
2006-08-07,5946.0
2006-08-08,5958.0
2006-08-09,6204.0
2006-08-10,6378.0
2006-08-11,5814.0
2006-08-14,5940.0
2006-08-15,5808.0
2006-08-16,6162.0
2006-08-17,6120.0
2006-08-18,6156.0
2006-08-21,5826.0
2006-08-22,6240.0
2006-08-23,6666.0
2006-08-24,6426.0
2006-08-25,6120.0
2006-08-29,5808.0
2006-08-30,5892.0
2006-08-31,5172.0
2006-09-01,5358.0
2006-09-04,5544.0
2006-09-05,5886.0
2006-09-06,6360.0
2006-09-07,6672.0
2006-09-08,7050.0
2006-09-11,7032.0
2006-09-12,6990.0
2006-09-13,6918.0
2006-09-14,6810.0
2006-09-15,6708.0
2006-09-18,6438.0
2006-09-19,6150.0
2006-09-20,6390.0
2006-09-21,6078.0
2006-09-22,6030.0
2006-09-25,6036.0
2006-09-26,5724.0
2006-09-27,5172.0
2006-09-28,5562.0
2006-09-29,5460.0
2006-10-02,5124.0
2006-10-03,5082.0
2006-10-04,4908.0
2006-10-05,4782.0
2006-10-06,4854.0
2006-10-09,4458.0
2006-10-10,3930.0
2006-10-11,4020.0
2006-10-12,4986.0
2006-10-13,4284.0
2006-10-16,4476.0
2006-10-17,4896.0
2006-10-18,5310.0
2006-10-19,4932.0
2006-10-20,4836.0
2006-10-23,5148.0
2006-10-24,5238.0
2006-10-25,5748.0
2006-10-26,6834.0
2006-10-27,7140.0
2006-10-30,7578.0
2006-10-31,7038.0
2006-11-01,6816.0
2006-11-02,6900.0
2006-11-03,6684.0
2006-11-06,7278.0
2006-11-07,7416.0
2006-11-08,7500.0
2006-11-09,7614.0
2006-11-10,7362.0
2006-11-13,7542.0
2006-11-14,7512.0
2006-11-15,7362.0
2006-11-16,7194.0
2006-11-17,7140.0
2006-11-20,7032.0
2006-11-21,6864.0
2006-11-22,6330.0
2006-11-23,6480.0
2006-11-24,6354.0
2006-11-27,6942.0
2006-11-28,6660.0
2006-11-29,6564.0
2006-11-30,6726.0
2006-12-01,6066.0
2006-12-04,6204.0
2006-12-05,6336.0
2006-12-06,6048.0
2006-12-07,5658.0
2006-12-08,5730.0
2006-12-11,5994.0
2006-12-12,6408.0
2006-12-13,6504.0
2006-12-14,6726.0
2006-12-15,6966.0
2006-12-18,7182.0
2006-12-19,7242.0
2006-12-20,7428.0
2006-12-21,7350.0
2006-12-22,7092.0
2006-12-27,6582.0
2006-12-28,6480.0
2006-12-29,6648.0
2007-01-02,6594.0
2007-01-03,6570.0
2007-01-04,6234.0
2007-01-05,6084.0
2007-01-08,6798.0
2007-01-09,6690.0
2007-01-10,6456.0
2007-01-11,6300.0
2007-01-12,5916.0
2007-01-15,5676.0
2007-01-16,5406.0
2007-01-17,5316.0
2007-01-18,5322.0
2007-01-19,5178.0
2007-01-22,5052.0
2007-01-23,5064.0
2007-01-24,5016.0
2007-01-25,4950.0
2007-01-26,4878.0
2007-01-29,4278.0
2007-01-30,4278.0
2007-01-31,3972.0
2007-02-01,3366.0
2007-02-02,3222.0
2007-02-05,3222.0
2007-02-06,2982.0
2007-02-07,3120.0
2007-02-08,3654.0
2007-02-09,3678.0
2007-02-12,3750.0
2007-02-13,3768.0
2007-02-14,3924.0
2007-02-15,3990.0
2007-02-16,4152.0
2007-02-19,4434.0
2007-02-20,4398.0
2007-02-21,3930.0
2007-02-22,3450.0
2007-02-23,3492.0
2007-02-26,3510.0
2007-02-27,3282.0
2007-02-28,3294.0
2007-03-01,3342.0
2007-03-02,3486.0
2007-03-05,3690.0
2007-03-06,3810.0
2007-03-07,3648.0
2007-03-08,3426.0
2007-03-09,3870.0
2007-03-12,3948.0
2007-03-13,3876.0
2007-03-14,3816.0
2007-03-15,3594.0
2007-03-16,3564.0
2007-03-19,3702.0
2007-03-20,3648.0
2007-03-21,4302.0
2007-03-22,4314.0
2007-03-23,4932.0
2007-03-26,4902.0
2007-03-27,5370.0
2007-03-28,5496.0
2007-03-29,5292.0
2007-03-30,5418.0
2007-04-02,5232.0
2007-04-03,5166.0
2007-04-04,5124.0
2007-04-05,4812.0
2007-04-10,4632.0
2007-04-11,4494.0
2007-04-12,4458.0
2007-04-13,4374.0
2007-04-16,4272.0
2007-04-17,4020.0
2007-04-18,4458.0
2007-04-19,4266.0
2007-04-20,4056.0
2007-04-23,4074.0
2007-04-24,4314.0
2007-04-25,4842.0
2007-04-26,5052.0
2007-04-27,5112.0
2007-04-30,5016.0
2007-05-01,4980.0
2007-05-02,4776.0
2007-05-03,4722.0
2007-05-04,4716.0
2007-05-08,4632.0
2007-05-09,4458.0
2007-05-10,4446.0
2007-05-11,4698.0
2007-05-14,4740.0
2007-05-15,4674.0
2007-05-16,4872.0
2007-05-17,4866.0
2007-05-18,4824.0
2007-05-21,4986.0
2007-05-22,5388.0
2007-05-23,6834.0
2007-05-24,7200.0
2007-05-25,7452.0
2007-05-29,7722.0
2007-05-30,7698.0
2007-05-31,7872.0
2007-06-01,7914.0
2007-06-04,7956.0
2007-06-05,8460.0
2007-06-06,8406.0
2007-06-07,8604.0
2007-06-08,8856.0
2007-06-11,8880.0
2007-06-12,8922.0
2007-06-13,9048.0
2007-06-14,9126.0
2007-06-15,9288.0
2007-06-18,9288.0
2007-06-19,9276.0
2007-06-20,9042.0
2007-06-21,9048.0
2007-06-22,9030.0
2007-06-25,8550.0
2007-06-26,8418.0
2007-06-27,8886.0
2007-06-28,9066.0
2007-06-29,8910.0
2007-07-02,8856.0
2007-07-03,8886.0
2007-07-04,9114.0
2007-07-05,9090.0
2007-07-06,9366.0
2007-07-09,9882.0
2007-07-10,9954.0
2007-07-11,10080.0
2007-07-12,10302.0
2007-07-13,10314.0
2007-07-16,10524.0
2007-07-17,10524.0
2007-07-18,10824.0
2007-07-19,10950.0
2007-07-20,11346.0
2007-07-23,11838.0
2007-07-24,12642.0
2007-07-25,12612.0
2007-07-26,13086.0
2007-07-27,13686.0
2007-07-30,14100.0
2007-07-31,13980.0
2007-08-01,14412.0
2007-08-02,14808.0
2007-08-03,15138.0
2007-08-06,15948.0
2007-08-07,16674.0
2007-08-08,17826.0
2007-08-09,18324.0
2007-08-10,18804.0
2007-08-13,19224.0
2007-08-14,19086.0
2007-08-15,19458.0
2007-08-16,19752.0
2007-08-17,20304.0
2007-08-20,20262.0
2007-08-21,20454.0
2007-08-22,20466.0
2007-08-23,21078.0
2007-08-24,21126.0
2007-08-28,23106.0
2007-08-29,23436.0
2007-08-30,23286.0
2007-08-31,24126.0
2007-09-03,24324.0
2007-09-04,24804.0
2007-09-05,25086.0
2007-09-06,25548.0
2007-09-07,25932.0
2007-09-10,26760.0
2007-09-11,27246.0
2007-09-12,27744.0
2007-09-13,28404.0
2007-09-14,29190.0
2007-09-17,29964.0
2007-09-18,29958.0
2007-09-19,29736.0
2007-09-20,29760.0
2007-09-21,29892.0
2007-09-24,30660.0
2007-09-25,30954.0
2007-09-26,31734.0
2007-09-27,32304.0
2007-09-28,32442.0
2007-10-01,32934.0
2007-10-02,32910.0
2007-10-03,32964.0
2007-10-04,32928.0
2007-10-05,35250.0
2007-10-08,35448.0
2007-10-09,35640.0
2007-10-10,35976.0
2007-10-11,36438.0
2007-10-12,36180.0
2007-10-15,36036.0
2007-10-16,35964.0
2007-10-17,36054.0
2007-10-18,36360.0
2007-10-19,36534.0
2007-10-22,37068.0
2007-10-23,37206.0
2007-10-24,37308.0
2007-10-25,37470.0
2007-10-26,37332.0
2007-10-29,37374.0
2007-10-30,37428.0
2007-10-31,37608.0
2007-11-01,37662.0
2007-11-02,38928.0
2007-11-05,39990.0
2007-11-06,39876.0
2007-11-07,39984.0
2007-11-08,40536.0
2007-11-09,40608.0
2007-11-12,40878.0
2007-11-13,41130.0
2007-11-14,41154.0
2007-11-15,41172.0
2007-11-16,41388.0
2007-11-19,41994.0
2007-11-20,42324.0
2007-11-21,42630.0
2007-11-22,43350.0
2007-11-23,43560.0
2007-11-26,43956.0
2007-11-27,44028.0
2007-11-28,44424.0
2007-11-29,44904.0
2007-11-30,44862.0
2007-12-03,44334.0
2007-12-04,44496.0
2007-12-05,44292.0
2007-12-06,44316.0
2007-12-07,44778.0
2007-12-10,45012.0
2007-12-11,45480.0
2007-12-12,46098.0
2007-12-13,46104.0
2007-12-14,46314.0
2007-12-17,46686.0
2007-12-18,46956.0
2007-12-19,47412.0
2007-12-20,47430.0
2007-12-21,47310.0
2007-12-27,47184.0
2007-12-28,47946.0
2007-12-31,47946.0
2008-01-02,47940.0
2008-01-03,47892.0
2008-01-04,47784.0
2008-01-07,48126.0
2008-01-08,48156.0
2008-01-09,48036.0
2008-01-10,47886.0
2008-01-11,47544.0
2008-01-14,46908.0
2008-01-15,46692.0
2008-01-16,46602.0
2008-01-17,46524.0
2008-01-18,46422.0
2008-01-21,46176.0
2008-01-22,46344.0
2008-01-23,46398.0
2008-01-24,46590.0
2008-01-25,46656.0
2008-01-28,46806.0
2008-01-29,46914.0
2008-01-30,47064.0
2008-01-31,47214.0
2008-02-01,47052.0
2008-02-04,46968.0
2008-02-05,46650.0
2008-02-06,46770.0
2008-02-07,46782.0
2008-02-08,46926.0
2008-02-11,46968.0
2008-02-12,46998.0
2008-02-13,46824.0
2008-02-14,46782.0
2008-02-15,46824.0
2008-02-18,47040.0
2008-02-19,47190.0
2008-02-20,47376.0
2008-02-21,47832.0
2008-02-22,47958.0
2008-02-25,47976.0
2008-02-26,47658.0
2008-02-27,47586.0
2008-02-28,47868.0
2008-02-29,47874.0
2008-03-03,47712.0
2008-03-04,47592.0
2008-03-05,47592.0
2008-03-06,47556.0
2008-03-07,47448.0
2008-03-10,47394.0
2008-03-11,47298.0
2008-03-12,47226.0
2008-03-13,47172.0
2008-03-14,47040.0
2008-03-17,46866.0
2008-03-18,47286.0
2008-03-19,47568.0
2008-03-20,47802.0
2008-03-25,47622.0
2008-03-26,48582.0
2008-03-27,49332.0
2008-03-28,49992.0
2008-03-31,49866.0
2008-04-01,50370.0
2008-04-02,50226.0
2008-04-03,50022.0
2008-04-04,49950.0
2008-04-07,52014.0
2008-04-08,52074.0
2008-04-09,52068.0
2008-04-10,51882.0
2008-04-11,51552.0
2008-04-14,51174.0
2008-04-15,52038.0
2008-04-16,51960.0
2008-04-17,52224.0
2008-04-18,52170.0
2008-04-21,52080.0
2008-04-22,52308.0
2008-04-23,52266.0
2008-04-24,51978.0
2008-04-25,51942.0
2008-04-28,51774.0
2008-04-29,51708.0
2008-04-30,51462.0
2008-05-01,51432.0
2008-05-02,51420.0
2008-05-06,51378.0
2008-05-07,51234.0
2008-05-08,51030.0
2008-05-09,50898.0
2008-05-12,50112.0
2008-05-13,49734.0
2008-05-14,49452.0
2008-05-15,49452.0
2008-05-16,49638.0
2008-05-19,49494.0
2008-05-20,49278.0
2008-05-21,49128.0
2008-05-22,48870.0
2008-05-23,48690.0
2008-05-27,48558.0
2008-05-28,48504.0
2008-05-29,48522.0
2008-05-30,48108.0
2008-06-02,47994.0
2008-06-03,47940.0
2008-06-04,47712.0
2008-06-05,47592.0
2008-06-06,47490.0
2008-06-09,47304.0
2008-06-10,47160.0
2008-06-11,47238.0
2008-06-12,47220.0
2008-06-13,47088.0
2008-06-16,46956.0
2008-06-17,46998.0
2008-06-18,46818.0
2008-06-19,46776.0
2008-06-20,46860.0
2008-06-23,46734.0
2008-06-24,46296.0
2008-06-25,46218.0
2008-06-26,46128.0
2008-06-27,46482.0
2008-06-30,46536.0
2008-07-01,46692.0
2008-07-02,46860.0
2008-07-03,47058.0
2008-07-04,47016.0
2008-07-07,46968.0
2008-07-08,46956.0
2008-07-09,46818.0
2008-07-10,46686.0
2008-07-11,46398.0
2008-07-14,45954.0
2008-07-15,45756.0
2008-07-16,45498.0
2008-07-17,44526.0
2008-07-18,43788.0
2008-07-21,43728.0
2008-07-22,43554.0
2008-07-23,43188.0
2008-07-24,43368.0
2008-07-25,43380.0
2008-07-28,44358.0
2008-07-29,44124.0
2008-07-30,44622.0
2008-07-31,44526.0
2008-08-01,44442.0
2008-08-04,44688.0
2008-08-05,44910.0
2008-08-06,44886.0
2008-08-07,45264.0
2008-08-08,45270.0
2008-08-11,45138.0
2008-08-12,44814.0
2008-08-13,45060.0
2008-08-14,45246.0
2008-08-15,45444.0
2008-08-18,45432.0
2008-08-19,45636.0
2008-08-20,45774.0
2008-08-21,46332.0
2008-08-22,46830.0
2008-08-26,47094.0
2008-08-27,46890.0
2008-08-28,47160.0
2008-08-29,47022.0
2008-09-01,48228.0
2008-09-02,48474.0
2008-09-03,48690.0
2008-09-04,48834.0
2008-09-05,48984.0
2008-09-08,49326.0
2008-09-09,50166.0
2008-09-10,50376.0
2008-09-11,50802.0
2008-09-12,50922.0
2008-09-15,51372.0
2008-09-16,51540.0
2008-09-17,51486.0
2008-09-18,51864.0
2008-09-19,52326.0
2008-09-22,52050.0
2008-09-23,52752.0
2008-09-24,53358.0
2008-09-25,53796.0
2008-09-26,54342.0
2008-09-29,55596.0
2008-09-30,56070.0
2008-10-01,56034.0
2008-10-02,55974.0
2008-10-03,55752.0
2008-10-06,55434.0
2008-10-07,55260.0
2008-10-08,55032.0
2008-10-09,54966.0
2008-10-10,54936.0
2008-10-13,56280.0
2008-10-14,56256.0
2008-10-15,56034.0
2008-10-16,55866.0
2008-10-17,55554.0
2008-10-20,55422.0
2008-10-21,55332.0
2008-10-22,55470.0
2008-10-23,56304.0
2008-10-24,56586.0
2008-10-27,56856.0
2008-10-28,57084.0
2008-10-29,57810.0
2008-10-30,57630.0
2008-10-31,57480.0
2008-11-03,57858.0
2008-11-04,58074.0
2008-11-05,57936.0
2008-11-06,57876.0
2008-11-07,57810.0
2008-11-10,57786.0
2008-11-11,57924.0
2008-11-12,58176.0
2008-11-13,58380.0
2008-11-14,59748.0
2008-11-17,60162.0
2008-11-18,60534.0
2008-11-19,61014.0
2008-11-20,61404.0
2008-11-21,61794.0
2008-11-24,62148.0
2008-11-25,62442.0
2008-11-26,62928.0
2008-11-27,63264.0
2008-11-28,63606.0
2008-12-01,63810.0
2008-12-02,63966.0
2008-12-03,64134.0
2008-12-04,64944.0
2008-12-05,64740.0
2008-12-08,65310.0
2008-12-09,66054.0
2008-12-10,66216.0
2008-12-11,68640.0
2008-12-12,69234.0
2008-12-15,69948.0
2008-12-16,70056.0
2008-12-17,70722.0
2008-12-18,72936.0
2008-12-19,74244.0
2008-12-22,75366.0
2008-12-23,76476.0
2008-12-24,77640.0
2008-12-29,77682.0
2008-12-30,77922.0
2008-12-31,78390.0
2009-01-02,78822.0
2009-01-05,78918.0
2009-01-06,78870.0
2009-01-07,78912.0
2009-01-08,78804.0
2009-01-09,78594.0
2009-01-12,78642.0
2009-01-13,78798.0
2009-01-14,78660.0
2009-01-15,78768.0
2009-01-16,78714.0
2009-01-19,79008.0
2009-01-20,79104.0
2009-01-21,79932.0
2009-01-22,79830.0
2009-01-23,80358.0
2009-01-26,81468.0
2009-01-27,81966.0
2009-01-28,82764.0
2009-01-29,83718.0
2009-01-30,83700.0
2009-02-02,84084.0
2009-02-03,84078.0
2009-02-04,83964.0
2009-02-05,84042.0
2009-02-06,85452.0
2009-02-09,86706.0
2009-02-10,87288.0
2009-02-11,88152.0
2009-02-12,88728.0
2009-02-13,89328.0
2009-02-16,90402.0
2009-02-17,90972.0
2009-02-18,91494.0
2009-02-19,92310.0
2009-02-20,93024.0
2009-02-23,94500.0
2009-02-24,96096.0
2009-02-25,97374.0
2009-02-26,97728.0
2009-02-27,98382.0
2009-03-02,98604.0
2009-03-03,99378.0
2009-03-04,99294.0
2009-03-05,99324.0
2009-03-06,99270.0
2009-03-09,99636.0
2009-03-10,99552.0
2009-03-11,99984.0
2009-03-12,99840.0
2009-03-13,99756.0
2009-03-16,100002.0
2009-03-17,100422.0
2009-03-18,101298.0
2009-03-19,101778.0
2009-03-20,101616.0
2009-03-23,101436.0
2009-03-24,102552.0
2009-03-25,104028.0
2009-03-26,105138.0
2009-03-27,106068.0
2009-03-30,107094.0
2009-03-31,106698.0
2009-04-01,107682.0
2009-04-02,107688.0
2009-04-03,107340.0
2009-04-06,106830.0
2009-04-07,106878.0
2009-04-08,106494.0
2009-04-09,106326.0
2009-04-14,106068.0
2009-04-15,105264.0
2009-04-16,105348.0
2009-04-17,105396.0
2009-04-20,105846.0
2009-04-21,106518.0
2009-04-22,107154.0
2009-04-23,107376.0
2009-04-24,106728.0
2009-04-27,105822.0
2009-04-28,106452.0
2009-04-29,114426.0
2009-04-30,114474.0
2009-05-01,114204.0
2009-05-05,113550.0
2009-05-06,112782.0
2009-05-07,112068.0
2009-05-08,113040.0
2009-05-11,112308.0
2009-05-12,111972.0
2009-05-13,111648.0
2009-05-14,111006.0
2009-05-15,110202.0
2009-05-18,110190.0
2009-05-19,109788.0
2009-05-20,109674.0
2009-05-21,109704.0
2009-05-22,109776.0
2009-05-26,109596.0
2009-05-27,108642.0
2009-05-28,109860.0
2009-05-29,110346.0
2009-06-01,109314.0
2009-06-02,109194.0
2009-06-03,109128.0
2009-06-04,108708.0
2009-06-05,108672.0
2009-06-08,108750.0
2009-06-09,109062.0
2009-06-10,108888.0
2009-06-11,108612.0
2009-06-12,108948.0
2009-06-15,108804.0
2009-06-16,108192.0
2009-06-17,108186.0
2009-06-18,108162.0
2009-06-19,108108.0
2009-06-22,108084.0
2009-06-23,108288.0
2009-06-24,108672.0
2009-06-25,108060.0
2009-06-26,108960.0
2009-06-29,109476.0
2009-06-30,109242.0
2009-07-01,109584.0
2009-07-02,109584.0
2009-07-03,109584.0
2009-07-06,109284.0
2009-07-07,109374.0
2009-07-08,109374.0
2009-07-09,109626.0
2009-07-10,109716.0
2009-07-13,109602.0
2009-07-14,109092.0
2009-07-15,108648.0
2009-07-16,107988.0
2009-07-17,108714.0
2009-07-20,108264.0
2009-07-21,108162.0
2009-07-22,107430.0
2009-07-23,107634.0
2009-07-24,106992.0
2009-07-27,106968.0
2009-07-28,106992.0
2009-07-29,106488.0
2009-07-30,106188.0
2009-07-31,105888.0
2009-08-03,105864.0
2009-08-04,105828.0
2009-08-05,105810.0
2009-08-06,105684.0
2009-08-07,106044.0
2009-08-10,106458.0
2009-08-11,106902.0
2009-08-12,107364.0
2009-08-13,107826.0
2009-08-14,108156.0
2009-08-17,108366.0
2009-08-18,108834.0
2009-08-19,109296.0
2009-08-20,109014.0
2009-08-21,109608.0
2009-08-24,110028.0
2009-08-25,109980.0
2009-08-26,110190.0
2009-08-27,112026.0
2009-08-28,113442.0
2009-09-01,116268.0
2009-09-02,115710.0
2009-09-03,116214.0
2009-09-04,116640.0
2009-09-07,117144.0
2009-09-08,117504.0
2009-09-09,117972.0
2009-09-10,118026.0
2009-09-11,118296.0
2009-09-14,118572.0
2009-09-15,119166.0
2009-09-16,119040.0
2009-09-17,118806.0
2009-09-18,118620.0
2009-09-21,118380.0
2009-09-22,117528.0
2009-09-23,117474.0
2009-09-24,117408.0
2009-09-25,117270.0
2009-09-28,118998.0
2009-09-29,119022.0
2009-09-30,119490.0
2009-10-01,120912.0
2009-10-02,120828.0
2009-10-05,121212.0
2009-10-06,121194.0
2009-10-07,121326.0
2009-10-08,121416.0
2009-10-09,121608.0
2009-10-12,121572.0
2009-10-13,121392.0
2009-10-14,121956.0
2009-10-15,122700.0
2009-10-16,123120.0
2009-10-19,123240.0
2009-10-20,123498.0
2009-10-21,123666.0
2009-10-22,123582.0
2009-10-23,123492.0
2009-10-26,123420.0
2009-10-27,123744.0
2009-10-28,124326.0
2009-10-29,125772.0
2009-10-30,126822.0
2009-11-02,129528.0
2009-11-03,129384.0
2009-11-04,129642.0
2009-11-05,129846.0
2009-11-06,130062.0
2009-11-09,131304.0
2009-11-10,131388.0
2009-11-11,131640.0
2009-11-12,131730.0
2009-11-13,131748.0
2009-11-16,131880.0
2009-11-17,132912.0
2009-11-18,132930.0
2009-11-19,132912.0
2009-11-20,132828.0
2009-11-23,132528.0
2009-11-24,133230.0
2009-11-25,133056.0
2009-11-26,133446.0
2009-11-27,135480.0
2009-11-30,137280.0
2009-12-01,140646.0
2009-12-02,140826.0
2009-12-03,141456.0
2009-12-04,142770.0
2009-12-07,142860.0
2009-12-08,143136.0
2009-12-09,143430.0
2009-12-10,143766.0
2009-12-11,144846.0
2009-12-14,145758.0
2009-12-15,145926.0
2009-12-16,146856.0
2009-12-17,147690.0
2009-12-18,148458.0
2009-12-21,150498.0
2009-12-22,150612.0
2009-12-23,150564.0
2009-12-24,152400.0
2009-12-29,152898.0
2009-12-30,153936.0
2009-12-31,158010.0
2010-01-04,158424.0
2010-01-05,158424.0
2010-01-06,158388.0
2010-01-07,158814.0
2010-01-08,158982.0
2010-01-11,159792.0
2010-01-12,159726.0
2010-01-13,159648.0
2010-01-14,161550.0
2010-01-15,161994.0
2010-01-18,161664.0
2010-01-19,161622.0
2010-01-20,161292.0
2010-01-21,161706.0
2010-01-22,162270.0
2010-01-25,162786.0
2010-01-26,162588.0
2010-01-27,163704.0
2010-01-28,163518.0
2010-01-29,164808.0
2010-02-01,165870.0
2010-02-02,165828.0
2010-02-03,165726.0
2010-02-04,166224.0
2010-02-05,166386.0
2010-02-08,166476.0
2010-02-09,166188.0
2010-02-10,166026.0
2010-02-11,166356.0
2010-02-12,165462.0
2010-02-15,165084.0
2010-02-16,164856.0
2010-02-17,164478.0
2010-02-18,163818.0
2010-02-19,163542.0
2010-02-22,162474.0
2010-02-23,161178.0
2010-02-24,160830.0
2010-02-25,161742.0
2010-02-26,162666.0
2010-03-01,163224.0
2010-03-02,162840.0
2010-03-03,162096.0
2010-03-04,161598.0
2010-03-05,160884.0
2010-03-08,160224.0
2010-03-09,159912.0
2010-03-10,159702.0
2010-03-11,159384.0
2010-03-12,158940.0
2010-03-15,158598.0
2010-03-16,158382.0
2010-03-17,158364.0
2010-03-18,158478.0
2010-03-19,157752.0
2010-03-22,157710.0
2010-03-23,157368.0
2010-03-24,157338.0
2010-03-25,156996.0
2010-03-26,155922.0
2010-03-29,156348.0
2010-03-30,156090.0
2010-03-31,156426.0
2010-04-01,157512.0
2010-04-06,156846.0
2010-04-07,156012.0
2010-04-08,155670.0
2010-04-09,155130.0
2010-04-12,154584.0
2010-04-13,153924.0
2010-04-14,153306.0
2010-04-15,151878.0
2010-04-16,151242.0
2010-04-19,150474.0
2010-04-20,149946.0
2010-04-21,148842.0
2010-04-22,147684.0
2010-04-23,146592.0
2010-04-26,145722.0
2010-04-27,145458.0
2010-04-28,145350.0
2010-04-29,145884.0
2010-04-30,145314.0
2010-05-04,145782.0
2010-05-05,145446.0
2010-05-06,145446.0
2010-05-07,144930.0
2010-05-10,144168.0
2010-05-11,143874.0
2010-05-12,143496.0
2010-05-13,142620.0
2010-05-14,142080.0
2010-05-17,140874.0
2010-05-18,139962.0
2010-05-19,139332.0
2010-05-20,138888.0
2010-05-21,139518.0
2010-05-24,138576.0
2010-05-25,138444.0
2010-05-26,138648.0
2010-05-27,138786.0
2010-05-28,138504.0
2010-06-01,138396.0
2010-06-02,137436.0
2010-06-03,136848.0
2010-06-04,135942.0
2010-06-07,135402.0
2010-06-08,135486.0
2010-06-09,135168.0
2010-06-10,134646.0
2010-06-11,133794.0
2010-06-14,133320.0
2010-06-15,132162.0
2010-06-16,131712.0
2010-06-17,131052.0
2010-06-18,129798.0
2010-06-21,128784.0
2010-06-22,128178.0
2010-06-23,127422.0
2010-06-24,126618.0
2010-06-25,126312.0
2010-06-28,125508.0
2010-06-29,124362.0
2010-06-30,124026.0
2010-07-01,123768.0
2010-07-02,123420.0
2010-07-05,122514.0
2010-07-06,122172.0
2010-07-07,121716.0
2010-07-08,121326.0
2010-07-09,120660.0
2010-07-12,120240.0
2010-07-13,119964.0
2010-07-14,119796.0
2010-07-15,119562.0
2010-07-16,119070.0
2010-07-19,118536.0
2010-07-20,118206.0
2010-07-21,117762.0
2010-07-22,117210.0
2010-07-23,116814.0
2010-07-26,116262.0
2010-07-27,115950.0
2010-07-28,116334.0
2010-07-29,116778.0
2010-07-30,117498.0
2010-08-02,118380.0
2010-08-03,118158.0
2010-08-04,117870.0
2010-08-05,117780.0
2010-08-06,117336.0
2010-08-09,116274.0
2010-08-10,116034.0
2010-08-11,116298.0
2010-08-12,116694.0
2010-08-13,117000.0
2010-08-16,117012.0
2010-08-17,116592.0
2010-08-18,115968.0
2010-08-19,115668.0
2010-08-20,116388.0
2010-08-23,116556.0
2010-08-24,117510.0
2010-08-25,118302.0
2010-08-26,118956.0
2010-08-27,118860.0
2010-08-31,118662.0
2010-09-01,120090.0
2010-09-02,120510.0
2010-09-03,120354.0
2010-09-06,119886.0
2010-09-07,119490.0
2010-09-08,119280.0
2010-09-09,118956.0
2010-09-10,119160.0
2010-09-13,118818.0
2010-09-14,119034.0
2010-09-15,119856.0
2010-09-16,119760.0
2010-09-17,119412.0
2010-09-20,119244.0
2010-09-21,118878.0
2010-09-22,119592.0
2010-09-23,120060.0
2010-09-24,120594.0
2010-09-27,121032.0
2010-09-28,122208.0
2010-09-29,122658.0
2010-09-30,122556.0
2010-10-01,123594.0
2010-10-04,123540.0
2010-10-05,123270.0
2010-10-06,123132.0
2010-10-07,122994.0
2010-10-08,123222.0
2010-10-11,123474.0
2010-10-12,123714.0
2010-10-13,124140.0
2010-10-14,124176.0
